,pokedex_number,image_url,name,types,abilities,base_stats
187,#0188,/pokedex-sv/icon/new/188.png,Skiploom,"['grass', 'flying']","Chlorophyll, Leaf Guard, Infiltrator","['55', '45', '50', '45', '65', '80']"
188,#0189,/pokedex-sv/icon/new/189.png,Jumpluff,"['grass', 'flying']","Chlorophyll, Leaf Guard, Infiltrator","['75', '55', '70', '55', '95', '110']"
189,#0190,/pokedex-sv/icon/new/190.png,Aipom,['normal'],"Run Away, Pickup, Skill Link","['55', '70', '55', '40', '55', '85']"
190,#0191,/pokedex-sv/icon/new/191.png,Sunkern,['grass'],"Chlorophyll, Solar Power, Early Bird","['30', '30', '30', '30', '30', '30']"
191,#0192,/pokedex-sv/icon/new/192.png,Sunflora,['grass'],"Chlorophyll, Solar Power, Early Bird","['75', '75', '55', '105', '85', '30']"
192,#0193,/pokedex-sv/icon/new/193.png,Yanma,"['bug', 'flying']","Speed Boost, Compoundeyes, Frisk","['65', '65', '45', '75', '45', '95']"
193,#0194,/pokedex-sv/icon/new/194.png,Wooper,"['water', 'ground']","Damp, Water Absorb, Unaware","['55', '45', '45', '25', '25', '15']"
194,#0195,/pokedex-sv/icon/new/195.png,Quagsire,"['water', 'ground']","Damp, Water Absorb, Unaware","['95', '85', '85', '65', '65', '35']"
195,#0196,/pokedex-sv/icon/new/196.png,Espeon,['psychic'],"Synchronize, Magic Bounce","['65', '65', '60', '130', '95', '110']"
196,#0197,/pokedex-sv/icon/new/197.png,Umbreon,['dark'],"Synchronize, Inner Focus","['95', '65', '110', '60', '130', '65']"
197,#0198,/pokedex-sv/icon/new/198.png,Murkrow,"['dark', 'flying']","Insomnia, Super Luck, Prankster","['60', '85', '42', '85', '42', '91']"
198,#0199,/pokedex-sv/icon/new/199.png,Slowking,"['water', 'psychic']","Oblivious, Own Tempo, Regenerator","['95', '75', '80', '100', '110', '30']"
199,#0200,/pokedex-sv/icon/new/200.png,Misdreavus,['ghost'],Levitate,"['60', '60', '60', '85', '85', '85']"
200,#0201,/pokedex-sv/icon/new/201.png,Unown,['psychic'],Levitate,"['48', '72', '48', '72', '48', '48']"
201,#0202,/pokedex-sv/icon/new/202.png,Wobbuffet,['psychic'],"Shadow Tag, Telepathy","['190', '33', '58', '33', '58', '33']"
202,#0203,/pokedex-sv/icon/new/203.png,Girafarig,"['normal', 'psychic']","Inner Focus, Early Bird, Sap Sipper","['70', '80', '65', '90', '65', '85']"
203,#0204,/pokedex-sv/icon/new/204.png,Pineco,['bug'],"Sturdy, Overcoat","['50', '65', '90', '35', '35', '15']"
204,#0205,/pokedex-sv/icon/new/205.png,Forretress,"['bug', 'steel']","Sturdy, Overcoat","['75', '90', '140', '60', '60', '40']"
205,#0206,/pokedex-sv/icon/new/206.png,Dunsparce,['normal'],"Serene Grace, Run Away, Rattled","['100', '70', '70', '65', '65', '45']"
206,#0207,/pokedex-sv/icon/new/207.png,Gligar,"['ground', 'flying']","Hyper Cutter, Sand Veil, Immunity","['65', '75', '105', '35', '65', '85']"
207,#0208,/pokedex-sv/icon/new/208.png,Steelix,"['steel', 'ground']","Rock Head, Sturdy, Sheer Force","['75', '85', '200', '55', '65', '30']"
208,#0209,/pokedex-sv/icon/new/209.png,Snubbull,['fairy'],"Intimidate, Run Away, Rattled","['60', '80', '50', '40', '40', '30']"
209,#0210,/pokedex-sv/icon/new/210.png,Granbull,['fairy'],"Intimidate, Quick Feet, Rattled","['90', '120', '75', '60', '60', '45']"
210,#0211,/pokedex-sv/icon/new/211.png,Qwilfish,"['water', 'poison']","Poison Point, Swift Swim, Intimidate","['65', '95', '85', '55', '55', '85']"
211,#0212,/pokedex-sv/icon/new/212.png,Scizor,"['bug', 'steel']","Swarm, Technician, Light Metal","['70', '130', '100', '55', '80', '65']"
212,#0213,/pokedex-sv/icon/new/213.png,Shuckle,"['bug', 'rock']","Sturdy, Gluttony, Contrary","['20', '10', '230', '10', '230', '5']"
213,#0214,/pokedex-sv/icon/new/214.png,Heracross,"['bug', 'fighting']","Swarm, Guts, Moxie","['80', '125', '75', '40', '95', '85']"
214,#0215,/pokedex-sv/icon/new/215.png,Sneasel,"['dark', 'ice']","Inner Focus, Keen Eye, Pickpocket","['55', '95', '55', '35', '75', '115']"
215,#0216,/pokedex-sv/icon/new/216.png,Teddiursa,['normal'],"Pickup, Quick Feet, Honey Gather","['60', '80', '50', '50', '50', '40']"
216,#0217,/pokedex-sv/icon/new/217.png,Ursaring,['normal'],"Guts, Quick Feet, Unnerve","['90', '130', '75', '75', '75', '55']"
217,#0218,/pokedex-sv/icon/new/218.png,Slugma,['fire'],"Magma Armor, Flame Body, Weak Armor","['40', '40', '40', '70', '40', '20']"
218,#0219,/pokedex-sv/icon/new/219.png,Magcargo,"['fire', 'rock']","Magma Armor, Flame Body, Weak Armor","['60', '50', '120', '90', '80', '30']"
219,#0220,/pokedex-sv/icon/new/220.png,Swinub,"['ice', 'ground']","Oblivious, Snow Cloak, Thick Fat","['50', '50', '40', '30', '30', '50']"
220,#0221,/pokedex-sv/icon/new/221.png,Piloswine,"['ice', 'ground']","Oblivious, Snow Cloak, Thick Fat","['100', '100', '80', '60', '60', '50']"
221,#0222,/pokedex-sv/icon/new/222.png,Corsola,"['water', 'rock']","Hustle, Natural Cure, Regenerator","['65', '55', '95', '65', '95', '35']"
222,#0223,/pokedex-sv/icon/new/223.png,Remoraid,['water'],"Hustle, Sniper, Moody","['35', '65', '35', '65', '35', '65']"
223,#0224,/pokedex-sv/icon/new/224.png,Octillery,['water'],"Suction Cups, Sniper, Moody","['75', '105', '75', '105', '75', '45']"
224,#0225,/pokedex-sv/icon/new/225.png,Delibird,"['ice', 'flying']","Vital Spirit, Hustle, Insomnia","['45', '55', '45', '65', '45', '75']"
225,#0226,/pokedex-sv/icon/new/226.png,Mantine,"['water', 'flying']","Swift Swim, Water Absorb, Water Veil","['85', '40', '70', '80', '140', '70']"
226,#0227,/pokedex-sv/icon/new/227.png,Skarmory,"['steel', 'flying']","Keen Eye, Sturdy, Weak Armor","['65', '80', '140', '40', '70', '70']"
227,#0228,/pokedex-sv/icon/new/228.png,Houndour,"['dark', 'fire']","Early Bird, Flash Fire, Unnerve","['45', '60', '30', '80', '50', '65']"
228,#0229,/pokedex-sv/icon/new/229.png,Houndoom,"['dark', 'fire']","Early Bird, Flash Fire, Unnerve","['75', '90', '50', '110', '80', '95']"
229,#0230,/pokedex-sv/icon/new/230.png,Kingdra,"['water', 'dragon']","Swift Swim, Sniper, Damp","['75', '95', '95', '95', '95', '85']"
230,#0231,/pokedex-sv/icon/new/231.png,Phanpy,['ground'],"Pickup, Sand Veil","['90', '60', '60', '40', '40', '40']"
231,#0232,/pokedex-sv/icon/new/232.png,Donphan,['ground'],"Sturdy, Sand Veil","['90', '120', '120', '60', '60', '50']"
232,#0233,/pokedex-sv/icon/new/233.png,Porygon2,['normal'],"Trace, Download, Analytic","['85', '80', '90', '105', '95', '60']"
233,#0234,/pokedex-sv/icon/new/234.png,Stantler,['normal'],"Intimidate, Frisk, Sap Sipper","['73', '95', '62', '85', '65', '85']"
234,#0235,/pokedex-sv/icon/new/235.png,Smeargle,['normal'],"Own Tempo, Technician, Moody","['55', '20', '35', '20', '45', '75']"
235,#0236,/pokedex-sv/icon/new/236.png,Tyrogue,['fighting'],"Guts, Steadfast, Vital Spirit","['35', '35', '35', '35', '35', '35']"
236,#0237,/pokedex-sv/icon/new/237.png,Hitmontop,['fighting'],"Intimidate, Technician, Steadfast","['50', '95', '95', '35', '110', '70']"
237,#0238,/pokedex-sv/icon/new/238.png,Smoochum,"['ice', 'psychic']","Oblivious, Forewarn, Hydration","['45', '30', '15', '85', '65', '65']"
238,#0239,/pokedex-sv/icon/new/239.png,Elekid,['electric'],"Static, Vital Spirit","['45', '63', '37', '65', '55', '95']"
239,#0240,/pokedex-sv/icon/new/240.png,Magby,['fire'],"Flame Body, Vital Spirit","['45', '75', '37', '70', '55', '83']"
240,#0241,/pokedex-sv/icon/new/241.png,Miltank,['normal'],"Thick Fat, Scrappy, Sap Sipper","['95', '80', '105', '40', '70', '100']"
241,#0242,/pokedex-sv/icon/new/242.png,Blissey,['normal'],"Natural Cure, Serene Grace, Healer","['255', '10', '10', '75', '135', '55']"
242,#0243,/pokedex-sv/icon/new/243.png,Raikou,['electric'],"Pressure, Inner Focus","['90', '85', '75', '115', '100', '115']"
243,#0244,/pokedex-sv/icon/new/244.png,Entei,['fire'],"Pressure, Inner Focus","['115', '115', '85', '90', '75', '100']"
244,#0245,/pokedex-sv/icon/new/245.png,Suicune,['water'],"Pressure, Inner Focus","['100', '75', '115', '90', '115', '85']"
245,#0246,/pokedex-sv/icon/new/246.png,Larvitar,"['rock', 'ground']","Guts, Sand Veil","['50', '64', '50', '45', '50', '41']"
246,#0247,/pokedex-sv/icon/new/247.png,Pupitar,"['rock', 'ground']",Shed Skin,"['70', '84', '70', '65', '70', '51']"
247,#0248,/pokedex-sv/icon/new/248.png,Tyranitar,"['rock', 'dark']","Sand Stream, Unnerve","['100', '134', '110', '95', '100', '61']"
248,#0249,/pokedex-sv/icon/new/249.png,Lugia,"['psychic', 'flying']","Pressure, Multiscale","['106', '90', '130', '90', '154', '110']"
249,#0250,/pokedex-sv/icon/new/250.png,Ho-Oh,"['fire', 'flying']","Pressure, Regenerator","['106', '130', '90', '110', '154', '90']"
250,#0251,/pokedex-sv/icon/new/251.png,Celebi,"['psychic', 'grass']",Natural Cure,"['100', '100', '100', '100', '100', '100']"
251,#0252,/pokedex-sv/icon/new/252.png,Treecko,['grass'],"Overgrow, Unburden","['40', '45', '35', '65', '55', '70']"
252,#0253,/pokedex-sv/icon/new/253.png,Grovyle,['grass'],"Overgrow, Unburden","['50', '65', '45', '85', '65', '95']"
253,#0254,/pokedex-sv/icon/new/254.png,Sceptile,['grass'],"Overgrow, Unburden","['70', '85', '65', '105', '85', '120']"
254,#0255,/pokedex-sv/icon/new/255.png,Torchic,['fire'],"Blaze, Speed Boost","['45', '60', '40', '70', '50', '45']"
255,#0256,/pokedex-sv/icon/new/256.png,Combusken,"['fire', 'fighting']","Blaze, Speed Boost","['60', '85', '60', '85', '60', '55']"
256,#0257,/pokedex-sv/icon/new/257.png,Blaziken,"['fire', 'fighting']","Blaze, Speed Boost","['80', '120', '70', '110', '70', '80']"
257,#0258,/pokedex-sv/icon/new/258.png,Mudkip,['water'],"Torrent, Damp","['50', '70', '50', '50', '50', '40']"
258,#0259,/pokedex-sv/icon/new/259.png,Marshtomp,"['water', 'ground']","Torrent, Damp","['70', '85', '70', '60', '70', '50']"
259,#0260,/pokedex-sv/icon/new/260.png,Swampert,"['water', 'ground']","Torrent, Damp","['100', '110', '90', '85', '90', '60']"
260,#0261,/pokedex-sv/icon/new/261.png,Poochyena,['dark'],"Run Away, Quick Feet, Rattled","['35', '55', '35', '30', '30', '35']"
261,#0262,/pokedex-sv/icon/new/262.png,Mightyena,['dark'],"Intimidate, Quick Feet, Moxie","['70', '90', '70', '60', '60', '70']"
262,#0263,/pokedex-sv/icon/new/263.png,Zigzagoon,['normal'],"Pickup, Gluttony, Quick Feet","['38', '30', '41', '30', '41', '60']"
263,#0264,/pokedex-sv/icon/new/264.png,Linoone,['normal'],"Pickup, Gluttony, Quick Feet","['78', '70', '61', '50', '61', '100']"
264,#0265,/pokedex-sv/icon/new/265.png,Wurmple,['bug'],"Shield Dust, Run Away","['45', '45', '35', '20', '30', '20']"
265,#0266,/pokedex-sv/icon/new/266.png,Silcoon,['bug'],Shed Skin,"['50', '35', '55', '25', '25', '15']"
266,#0267,/pokedex-sv/icon/new/267.png,Beautifly,"['bug', 'flying']","Swarm, Rivalry","['60', '70', '50', '100', '50', '65']"
267,#0268,/pokedex-sv/icon/new/268.png,Cascoon,['bug'],Shed Skin,"['50', '35', '55', '25', '25', '15']"
268,#0269,/pokedex-sv/icon/new/269.png,Dustox,"['bug', 'poison']","Shield Dust, Compoundeyes","['60', '50', '70', '50', '90', '65']"
269,#0270,/pokedex-sv/icon/new/270.png,Lotad,"['water', 'grass']","Swift Swim, Rain Dish, Own Tempo","['40', '30', '30', '40', '50', '30']"
270,#0271,/pokedex-sv/icon/new/271.png,Lombre,"['water', 'grass']","Swift Swim, Rain Dish, Own Tempo","['60', '50', '50', '60', '70', '50']"
271,#0272,/pokedex-sv/icon/new/272.png,Ludicolo,"['water', 'grass']","Swift Swim, Rain Dish, Own Tempo","['80', '70', '70', '90', '100', '70']"
272,#0273,/pokedex-sv/icon/new/273.png,Seedot,['grass'],"Chlorophyll, Early Bird, Pickpocket","['40', '40', '50', '30', '30', '30']"
273,#0274,/pokedex-sv/icon/new/274.png,Nuzleaf,"['grass', 'dark']","Chlorophyll, Early Bird, Pickpocket","['70', '70', '40', '60', '40', '60']"
274,#0275,/pokedex-sv/icon/new/275.png,Shiftry,"['grass', 'dark']","Chlorophyll, Wind Rider, Pickpocket","['90', '100', '60', '90', '60', '80']"
275,#0276,/pokedex-sv/icon/new/276.png,Taillow,"['normal', 'flying']","Guts, Scrappy","['40', '55', '30', '30', '30', '85']"
276,#0277,/pokedex-sv/icon/new/277.png,Swellow,"['normal', 'flying']","Guts, Scrappy","['60', '85', '60', '75', '50', '125']"
277,#0278,/pokedex-sv/icon/new/278.png,Wingull,"['water', 'flying']","Keen Eye, Hydration, Rain Dish","['40', '30', '30', '55', '30', '85']"
278,#0279,/pokedex-sv/icon/new/279.png,Pelipper,"['water', 'flying']","Keen Eye, Drizzle, Rain Dish","['60', '50', '100', '95', '70', '65']"
279,#0280,/pokedex-sv/icon/new/280.png,Ralts,"['psychic', 'fairy']","Synchronize, Trace, Telepathy","['28', '25', '25', '45', '35', '40']"
280,#0281,/pokedex-sv/icon/new/281.png,Kirlia,"['psychic', 'fairy']","Synchronize, Trace, Telepathy","['38', '35', '35', '65', '55', '50']"
281,#0282,/pokedex-sv/icon/new/282.png,Gardevoir,"['psychic', 'fairy']","Synchronize, Trace, Telepathy","['68', '65', '65', '125', '115', '80']"
282,#0283,/pokedex-sv/icon/new/283.png,Surskit,"['bug', 'water']","Swift Swim, Rain Dish","['40', '30', '32', '50', '52', '65']"
283,#0284,/pokedex-sv/icon/new/284.png,Masquerain,"['bug', 'flying']","Intimidate, Unnerve","['70', '60', '62', '100', '82', '80']"
284,#0285,/pokedex-sv/icon/new/285.png,Shroomish,['grass'],"Effect Spore, Poison Heal, Quick Feet","['60', '40', '60', '40', '60', '35']"
285,#0286,/pokedex-sv/icon/new/286.png,Breloom,"['grass', 'fighting']","Effect Spore, Poison Heal, Technician","['60', '130', '80', '60', '60', '70']"
286,#0287,/pokedex-sv/icon/new/287.png,Slakoth,['normal'],Truant,"['60', '60', '60', '35', '35', '30']"
287,#0288,/pokedex-sv/icon/new/288.png,Vigoroth,['normal'],Vital Spirit,"['80', '80', '80', '55', '55', '90']"
288,#0289,/pokedex-sv/icon/new/289.png,Slaking,['normal'],Truant,"['150', '160', '100', '95', '65', '100']"
289,#0290,/pokedex-sv/icon/new/290.png,Nincada,"['bug', 'ground']","Compoundeyes, Run Away","['31', '45', '90', '30', '30', '40']"
290,#0291,/pokedex-sv/icon/new/291.png,Ninjask,"['bug', 'flying']","Speed Boost, Infiltrator","['61', '90', '45', '50', '50', '160']"
291,#0292,/pokedex-sv/icon/new/292.png,Shedinja,"['bug', 'ghost']",Wonder Guard,"['1', '90', '45', '30', '30', '40']"
292,#0293,/pokedex-sv/icon/new/293.png,Whismur,['normal'],"Soundproof, Rattled","['64', '51', '23', '51', '23', '28']"
293,#0294,/pokedex-sv/icon/new/294.png,Loudred,['normal'],"Soundproof, Scrappy","['84', '71', '43', '71', '43', '48']"
294,#0295,/pokedex-sv/icon/new/295.png,Exploud,['normal'],"Soundproof, Scrappy","['104', '91', '63', '91', '73', '68']"
295,#0296,/pokedex-sv/icon/new/296.png,Makuhita,['fighting'],"Thick Fat, Guts, Sheer Force","['72', '60', '30', '20', '30', '25']"
296,#0297,/pokedex-sv/icon/new/297.png,Hariyama,['fighting'],"Thick Fat, Guts, Sheer Force","['144', '120', '60', '40', '60', '50']"
297,#0298,/pokedex-sv/icon/new/298.png,Azurill,"['normal', 'fairy']","Thick Fat, Huge Power, Sap Sipper","['50', '20', '40', '20', '40', '20']"
298,#0299,/pokedex-sv/icon/new/299.png,Nosepass,['rock'],"Sturdy, Magnet Pull, Sand Force","['30', '45', '135', '45', '90', '30']"
299,#0300,/pokedex-sv/icon/new/300.png,Skitty,['normal'],"Cute Charm, Normalize, Wonder Skin","['50', '45', '45', '35', '35', '50']"
300,#0301,/pokedex-sv/icon/new/301.png,Delcatty,['normal'],"Cute Charm, Normalize, Wonder Skin","['70', '65', '65', '55', '55', '90']"
301,#0302,/pokedex-sv/icon/new/302.png,Sableye,"['dark', 'ghost']","Keen Eye, Stall, Prankster","['50', '75', '75', '65', '65', '50']"
302,#0303,/pokedex-sv/icon/new/303.png,Mawile,"['steel', 'fairy']","Hyper Cutter, Intimidate, Sheer Force","['50', '85', '85', '55', '55', '50']"
303,#0304,/pokedex-sv/icon/new/304.png,Aron,"['steel', 'rock']","Sturdy, Rock Head, Heavy Metal","['50', '70', '100', '40', '40', '30']"
304,#0305,/pokedex-sv/icon/new/305.png,Lairon,"['steel', 'rock']","Sturdy, Rock Head, Heavy Metal","['60', '90', '140', '50', '50', '40']"
305,#0306,/pokedex-sv/icon/new/306.png,Aggron,"['steel', 'rock']","Sturdy, Rock Head, Heavy Metal","['70', '110', '180', '60', '60', '50']"
306,#0307,/pokedex-sv/icon/new/307.png,Meditite,"['fighting', 'psychic']","Pure Power, Telepathy","['30', '40', '55', '40', '55', '60']"
307,#0308,/pokedex-sv/icon/new/308.png,Medicham,"['fighting', 'psychic']","Pure Power, Telepathy","['60', '60', '75', '60', '75', '80']"
308,#0309,/pokedex-sv/icon/new/309.png,Electrike,['electric'],"Static, Lightning Rod, Minus","['40', '45', '40', '65', '40', '65']"
309,#0310,/pokedex-sv/icon/new/310.png,Manectric,['electric'],"Static, Lightning Rod, Minus","['70', '75', '60', '105', '60', '105']"
310,#0311,/pokedex-sv/icon/new/311.png,Plusle,['electric'],"Plus, Lightning Rod","['60', '50', '40', '85', '75', '95']"
311,#0312,/pokedex-sv/icon/new/312.png,Minun,['electric'],"Minus, Volt Absorb","['60', '40', '50', '75', '85', '95']"
312,#0313,/pokedex-sv/icon/new/313.png,Volbeat,['bug'],"Illuminate, Swarm, Prankster","['65', '73', '75', '47', '85', '85']"
313,#0314,/pokedex-sv/icon/new/314.png,Illumise,['bug'],"Oblivious, Tinted Lens, Prankster","['65', '47', '75', '73', '85', '85']"
314,#0315,/pokedex-sv/icon/new/315.png,Roselia,"['grass', 'poison']","Natural Cure, Poison Point, Leaf Guard","['50', '60', '45', '100', '80', '65']"
315,#0316,/pokedex-sv/icon/new/316.png,Gulpin,['poison'],"Liquid Ooze, Sticky Hold, Gluttony","['70', '43', '53', '43', '53', '40']"
316,#0317,/pokedex-sv/icon/new/317.png,Swalot,['poison'],"Liquid Ooze, Sticky Hold, Gluttony","['100', '73', '83', '73', '83', '55']"
317,#0318,/pokedex-sv/icon/new/318.png,Carvanha,"['water', 'dark']","Rough Skin, Speed Boost","['45', '90', '20', '65', '20', '65']"
318,#0319,/pokedex-sv/icon/new/319.png,Sharpedo,"['water', 'dark']","Rough Skin, Speed Boost","['70', '120', '40', '95', '40', '95']"
319,#0320,/pokedex-sv/icon/new/320.png,Wailmer,['water'],"Water Veil, Oblivious, Pressure","['130', '70', '35', '70', '35', '60']"
320,#0321,/pokedex-sv/icon/new/321.png,Wailord,['water'],"Water Veil, Oblivious, Pressure","['170', '90', '45', '90', '45', '60']"
321,#0322,/pokedex-sv/icon/new/322.png,Numel,"['fire', 'ground']","Oblivious, Simple, Own Tempo","['60', '60', '40', '65', '45', '35']"
322,#0323,/pokedex-sv/icon/new/323.png,Camerupt,"['fire', 'ground']","Magma Armor, Solid Rock, Anger Point","['70', '100', '70', '105', '75', '40']"
323,#0324,/pokedex-sv/icon/new/324.png,Torkoal,['fire'],"White Smoke, Drought, Shell Armor","['70', '85', '140', '85', '70', '20']"
324,#0325,/pokedex-sv/icon/new/325.png,Spoink,['psychic'],"Thick Fat, Own Tempo, Gluttony","['60', '25', '35', '70', '80', '60']"
325,#0326,/pokedex-sv/icon/new/326.png,Grumpig,['psychic'],"Thick Fat, Own Tempo, Gluttony","['80', '45', '65', '90', '110', '80']"
326,#0327,/pokedex-sv/icon/new/327.png,Spinda,['normal'],"Own Tempo, Tangled Feet, Contrary","['60', '60', '60', '60', '60', '60']"
327,#0328,/pokedex-sv/icon/new/328.png,Trapinch,['ground'],"Hyper Cutter, Arena Trap, Sheer Force","['45', '100', '45', '45', '45', '10']"
328,#0329,/pokedex-sv/icon/new/329.png,Vibrava,"['ground', 'dragon']",Levitate,"['50', '70', '50', '50', '50', '70']"
329,#0330,/pokedex-sv/icon/new/330.png,Flygon,"['ground', 'dragon']",Levitate,"['80', '100', '80', '80', '80', '100']"
330,#0331,/pokedex-sv/icon/new/331.png,Cacnea,['grass'],"Sand Veil, Water Absorb","['50', '85', '40', '85', '40', '35']"
331,#0332,/pokedex-sv/icon/new/332.png,Cacturne,"['grass', 'dark']","Sand Veil, Water Absorb","['70', '115', '60', '115', '60', '55']"
332,#0333,/pokedex-sv/icon/new/333.png,Swablu,"['normal', 'flying']","Natural Cure, Cloud Nine","['45', '40', '60', '40', '75', '50']"
333,#0334,/pokedex-sv/icon/new/334.png,Altaria,"['dragon', 'flying']","Natural Cure, Cloud Nine","['75', '70', '90', '70', '105', '80']"
334,#0335,/pokedex-sv/icon/new/335.png,Zangoose,['normal'],"Immunity, Toxic Boost","['73', '115', '60', '60', '60', '90']"
335,#0336,/pokedex-sv/icon/new/336.png,Seviper,['poison'],"Shed Skin, Infiltrator","['73', '100', '60', '100', '60', '65']"
336,#0337,/pokedex-sv/icon/new/337.png,Lunatone,"['rock', 'psychic']",Levitate,"['90', '55', '65', '95', '85', '70']"
337,#0338,/pokedex-sv/icon/new/338.png,Solrock,"['rock', 'psychic']",Levitate,"['90', '95', '85', '55', '65', '70']"
338,#0339,/pokedex-sv/icon/new/339.png,Barboach,"['water', 'ground']","Oblivious, Anticipation, Hydration","['50', '48', '43', '46', '41', '60']"
339,#0340,/pokedex-sv/icon/new/340.png,Whiscash,"['water', 'ground']","Oblivious, Anticipation, Hydration","['110', '78', '73', '76', '71', '60']"
340,#0341,/pokedex-sv/icon/new/341.png,Corphish,['water'],"Hyper Cutter, Shell Armor, Adaptability","['43', '80', '65', '50', '35', '35']"
341,#0342,/pokedex-sv/icon/new/342.png,Crawdaunt,"['water', 'dark']","Hyper Cutter, Shell Armor, Adaptability","['63', '120', '85', '90', '55', '55']"
342,#0343,/pokedex-sv/icon/new/343.png,Baltoy,"['ground', 'psychic']",Levitate,"['40', '40', '55', '40', '70', '55']"
343,#0344,/pokedex-sv/icon/new/344.png,Claydol,"['ground', 'psychic']",Levitate,"['60', '70', '105', '70', '120', '75']"
344,#0345,/pokedex-sv/icon/new/345.png,Lileep,"['rock', 'grass']","Suction Cups, Storm Drain","['66', '41', '77', '61', '87', '23']"
345,#0346,/pokedex-sv/icon/new/346.png,Cradily,"['rock', 'grass']","Suction Cups, Storm Drain","['86', '81', '97', '81', '107', '43']"
346,#0347,/pokedex-sv/icon/new/347.png,Anorith,"['rock', 'bug']","Battle Armor, Swift Swim","['45', '95', '50', '40', '50', '75']"
347,#0348,/pokedex-sv/icon/new/348.png,Armaldo,"['rock', 'bug']","Battle Armor, Swift Swim","['75', '125', '100', '70', '80', '45']"
348,#0349,/pokedex-sv/icon/new/349.png,Feebas,['water'],"Swift Swim, Oblivious, Adaptability","['20', '15', '20', '10', '55', '80']"
349,#0350,/pokedex-sv/icon/new/350.png,Milotic,['water'],"Marvel Scale, Competitive, Cute Charm","['95', '60', '79', '100', '125', '81']"
350,#0351,/pokedex-sv/icon/new/351.png,Castform,['normal'],Forecast,"['70', '70', '70', '70', '70', '70']"
351,#0352,/pokedex-sv/icon/new/352.png,Kecleon,['normal'],"Color Change, Protean","['60', '90', '70', '60', '120', '40']"
352,#0353,/pokedex-sv/icon/new/353.png,Shuppet,['ghost'],"Insomnia, Frisk, Cursed Body","['44', '75', '35', '63', '33', '45']"
353,#0354,/pokedex-sv/icon/new/354.png,Banette,['ghost'],"Insomnia, Frisk, Cursed Body","['64', '115', '65', '83', '63', '65']"
354,#0355,/pokedex-sv/icon/new/355.png,Duskull,['ghost'],"Levitate, Frisk","['20', '40', '90', '30', '90', '25']"
355,#0356,/pokedex-sv/icon/new/356.png,Dusclops,['ghost'],"Pressure, Frisk","['40', '70', '130', '60', '130', '25']"
356,#0357,/pokedex-sv/icon/new/357.png,Tropius,"['grass', 'flying']","Chlorophyll, Solar Power, Harvest","['99', '68', '83', '72', '87', '51']"
357,#0358,/pokedex-sv/icon/new/358.png,Chimecho,['psychic'],Levitate,"['75', '50', '80', '95', '90', '65']"
358,#0359,/pokedex-sv/icon/new/359.png,Absol,['dark'],"Pressure, Super Luck, Justified","['65', '130', '60', '75', '60', '75']"
359,#0360,/pokedex-sv/icon/new/360.png,Wynaut,['psychic'],"Shadow Tag, Telepathy","['95', '23', '48', '23', '48', '23']"
360,#0361,/pokedex-sv/icon/new/361.png,Snorunt,['ice'],"Inner Focus, Ice Body, Moody","['50', '50', '50', '50', '50', '50']"
361,#0362,/pokedex-sv/icon/new/362.png,Glalie,['ice'],"Inner Focus, Ice Body, Moody","['80', '80', '80', '80', '80', '80']"
362,#0363,/pokedex-sv/icon/new/363.png,Spheal,"['ice', 'water']","Thick Fat, Ice Body, Oblivious","['70', '40', '50', '55', '50', '25']"
363,#0364,/pokedex-sv/icon/new/364.png,Sealeo,"['ice', 'water']","Thick Fat, Ice Body, Oblivious","['90', '60', '70', '75', '70', '45']"
364,#0365,/pokedex-sv/icon/new/365.png,Walrein,"['ice', 'water']","Thick Fat, Ice Body, Oblivious","['110', '80', '90', '95', '90', '65']"
365,#0366,/pokedex-sv/icon/new/366.png,Clamperl,['water'],"Shell Armor, Rattled","['35', '64', '85', '74', '55', '32']"
366,#0367,/pokedex-sv/icon/new/367.png,Huntail,['water'],"Swift Swim, Water Veil","['55', '104', '105', '94', '75', '52']"
367,#0368,/pokedex-sv/icon/new/368.png,Gorebyss,['water'],"Swift Swim, Hydration","['55', '84', '105', '114', '75', '52']"
368,#0369,/pokedex-sv/icon/new/369.png,Relicanth,"['water', 'rock']","Swift Swim, Rock Head, Sturdy","['100', '90', '130', '45', '65', '55']"
369,#0370,/pokedex-sv/icon/new/370.png,Luvdisc,['water'],"Swift Swim, Hydration","['43', '30', '55', '40', '65', '97']"
370,#0371,/pokedex-sv/icon/new/371.png,Bagon,['dragon'],"Rock Head, Sheer Force","['45', '75', '60', '40', '30', '50']"
371,#0372,/pokedex-sv/icon/new/372.png,Shelgon,['dragon'],"Rock Head, Overcoat","['65', '95', '100', '60', '50', '50']"
372,#0373,/pokedex-sv/icon/new/373.png,Salamence,"['dragon', 'flying']","Intimidate, Moxie","['95', '135', '80', '110', '80', '100']"
373,#0374,/pokedex-sv/icon/new/374.png,Beldum,"['steel', 'psychic']","Clear Body, Light Metal","['40', '55', '80', '35', '60', '30']"
374,#0375,/pokedex-sv/icon/new/375.png,Metang,"['steel', 'psychic']","Clear Body, Light Metal","['60', '75', '100', '55', '80', '50']"
375,#0376,/pokedex-sv/icon/new/376.png,Metagross,"['steel', 'psychic']","Clear Body, Light Metal","['80', '135', '130', '95', '90', '70']"
376,#0377,/pokedex-sv/icon/new/377.png,Regirock,['rock'],"Clear Body, Sturdy","['80', '100', '200', '50', '100', '50']"
